SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LONG_DEG,LAT_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
S99_04212,RIP4212,10/6/1999,89.159,24.8733,1998,TARA,25.3,Rajshahi,Bogra,Dubchachia,Dhubchanchia,Chenga,5103327250,1.2,0.05,< 0.1,0.035,39.5,< 0.003,< 0.002,< 0.008,0.533,1.4,< 0.004,9.05,0.381,19.4,< 0.1,24.7,8.6,0.132,< 0.002,0.05
S99_04316,RIP4316,28/06/1999,88.5776,26.2842,1991,HTW,20,Rajshahi,Panchagarh,Boda,Benghari Banagram,Benghari,5772514227,1.2,0.01,< 0.1,0.004,6.2,< 0.003,< 0.002,< 0.008,0.756,2.9,< 0.004,2.19,0.068,5.8,< 0.1,14.6,4.6,0.0296,< 0.002,0.017
S99_04370,RIP4370,6/7/1999,89.1697,24.973,1999,TARA,22.3,Rajshahi,Jaipurhat,Khetlal,Alampur,Shibpur,5386109893,1.2,0.01,< 0.1,0.037,35.6,< 0.003,< 0.002,< 0.008,1.36,1.8,< 0.004,11.7,0.519,20.8,< 0.1,28.8,1,0.12,< 0.002,0.055
S99_05338,RIP5338,30/06/1999,88.9451,24.8345,1998,TARA,37.5,Rajshahi,Naogaon,Naogaon Sadar,Tilakpur,Kadoa,5646094535,1.2,< 0.01,< 0.1,0.015,36.2,< 0.003,< 0.002,< 0.008,0.492,2.5,0.004,15.4,0.635,23,< 0.1,28.2,< 0.2,0.16,< 0.002,0.017
S99_06079,RIP6079,22/05/1999,90.6662,24.7652,1976,HTW,51.8,Dhaka,Mymensingh,Gouripur,Maoha,Bhutiarkanda,3612358126,1.2,0.01,< 0.1,0.034,30.5,< 0.003,< 0.002,< 0.008,0.076,0.6,< 0.004,10.5,0.181,17.8,< 0.1,17.8,0.9,0.169,0.002,0.015
S99_06093,RIP6093,24/05/1999,90.3736,24.6845,1996,TARA,57.3,Dhaka,Mymensingh,Mymensingh Sadar,Ghagra,Parail,3615254800,1.2,0.02,< 0.1,0.05,33.6,< 0.003,< 0.002,< 0.008,0.126,2.1,0.007,15.5,0.163,27.4,0.1,26.4,0.4,0.19,< 0.002,0.018
S99_06184,RIP6184,9/6/1999,89.0222,24.8394,1990,TARA,25.3,Rajshahi,Bogra,Adamdighi,Chhatiangram,Kaikuri,5100640444,1.2,0.01,< 0.1,0.04,41.7,< 0.003,< 0.002,< 0.008,0.837,2.3,0.01,14.7,0.428,22.9,< 0.1,29.7,6.8,0.15,< 0.002,0.024
S99_06288,RIP6288,24/06/1999,88.8396,26.0317,1978,HTW,22.6,Rajshahi,Nilphamari,Nilphamari Sadar,Lakshmichap,Kachua,5736473432,1.2,< 0.01,< 0.1,0.011,10.8,< 0.003,< 0.002,< 0.008,3.56,2.9,< 0.004,3.19,0.543,7.8,0.1,23,1.2,0.0511,< 0.002,0.009
S99_06320,RIP6320,29/06/1999,88.3919,26.2636,1985,HTW,16.2,Rajshahi,Panchagarh,Atwari,Taria,Taria,5770481962,1.2,< 0.01,< 0.1,0.01,9.8,< 0.003,< 0.002,< 0.008,1.45,1.7,< 0.004,2.2,0.228,7.2,0.1,22.4,0.9,0.0496,< 0.002,0.009
S99_07189,RIP7189,9/6/1999,89.6644,24.5936,1993,HTW,17.7,Rajshahi,Sirajganj,Kazipur,Subhagachha,Subhagachha,5885086965,1.2,0.05,< 0.1,0.038,39.9,< 0.003,< 0.002,< 0.008,0.132,2.8,< 0.004,11.9,0.725,12.7,< 0.1,17.2,13.7,0.113,< 0.002,0.01
S99_07263,RIP7263,18/06/1999,89.2001,25.885,1991,HTW,22.6,Rajshahi,Rangpur,Gangachara,Kolkanda,Dakshin Kolkanda,5852763313,1.2,0.02,< 0.1,0.006,13.3,< 0.003,< 0.002,< 0.008,0.662,1.4,< 0.004,4.24,0.63,10.3,0.2,23.5,2.5,0.0613,< 0.002,0.009
S99_07295,RIP7295,22/06/1999,88.4225,25.7895,1988,HTW,32.6,Rajshahi,Dinajpur,Bochaganj,Rangaon,Kanua,5272181490,1.2,0.05,< 0.1,0.024,13.7,< 0.003,< 0.002,0.009,0.278,1.4,0.005,3.8,0.384,16.9,0.2,31.6,2.1,0.068,< 0.002,0.021
S98_02711,RIP2074,3/4/1998,88.759,24.532,,STW,32,Rajshahi,Rajshahi,Bagmara,Gamipur,Hashnipur,5811250386,1.3,< 0.04,0.02,0.035,104,< 0.008,< 0.02,< 0.008,0.089,0.9,0.008,25,1.03,28,< 0.2,17.9,10.5,0.347,0.006,0.215
S98_02949,RIP0455,31/05/1998,91.581,24.092,1994,STW,51,Sylhet,Habiganj,Chunarughat,Gazipur,Gazipur,6362638337,1.3,< 0.01,< 0.01,0.157,10.4,< 0.003,0.002,< 0.008,4.18,2.9,< 0.003,4.25,0.257,8.08,< 0.1,22.3,0.5,0.104,< 0.002,0.014
S98_03301,RIP1280,21/04/1998,89.163,23.86,1998,Tara,42,Khulna,Kushtia,Kumarkhali,Chapra,Shymnagar,4507125434,1.3,< 0.01,< 0.1,0.036,24.9,< 0.003,< 0.002,< 0.008,0.025,1.3,0.005,31.2,0.013,23.8,< 0.1,24.2,0.2,0.351,< 0.002,0.033
S98_03470,RIP1486,21/04/1998,89.104,23.793,1996,STW,34,Khulna,Kushtia,Kushtia Sadar,Ujangram,Ujangram,4507924986,1.3,< 0.04,0.02,0.021,50.3,< 0.008,< 0.02,< 0.008,0.049,1.2,< 0.003,11.5,0.919,12.4,0.2,17.6,10.5,0.132,< 0.006,0.023
S98_03540,RIP1564,2/5/1998,90.356,22.351,1991,DTW,319,Barisal,Patuakhali,Patuakhali Sadar,Lohalia,Idrakpur Lohalia,1789554465,1.3,< 0.04,0.37,0.02,6.61,< 0.008,< 0.02,< 0.008,0.109,2.9,0.003,4.08,0.012,188,1.1,10.7,2.1,0.0807,< 0.006,< 0.008
S98_03569,RIP1600,1/5/1998,90.347,22.35,1997,DTW,273,Barisal,Patuakhali,Patuakhali Sadar,Paurashava W01,College Road,1789575995,1.3,< 0.04,0.36,0.016,5.58,< 0.008,< 0.02,< 0.008,0.08,2.9,< 0.003,3.86,0.015,179,0.9,10.7,0.4,0.0686,< 0.006,< 0.008
S98_03635,RIP1679,5/5/1998,90.055,22.471,1997,STW,16,Barisal,Pirojpur,Bhandaria,Dhaoa,Dhaoa,1791435295,1.3,0.07,0.4,0.091,34.6,< 0.003,< 0.002,< 0.008,3.54,14.1,0.007,32.9,0.13,409,5.1,32.7,3.2,0.234,< 0.002,0.142
S98_03682,RIP1733,11/5/1998,90.055,23.184,1998,DTW,249,Dhaka,Madaripur,Rajoir,Amgram,Amgram,3548009010,1.3,0.05,0.1,0.245,115,< 0.003,< 0.002,< 0.008,1.07,5.7,0.031,48.4,0.032,212,0.1,18.1,1,0.881,< 0.002,0.02
S98_03737,RIP1796,13/05/1998,90.322,23.205,1990,DTW,195,Dhaka,Shariatpur,Palong,Tulshar,Barail,3866995124,1.3,0.26,0.3,0.136,63.9,< 0.003,< 0.002,< 0.008,0.532,4.1,0.018,24.4,0.05,187,< 0.1,20.9,< 0.2,0.401,< 0.002,0.012
S98_04067,RIP2227,18/04/1998,89.127,24.109,1995,Tara,37,Rajshahi,Pabna,Ishwardi,Dashuria,Dashuria,5763910411,1.3,0.07,< 0.1,0.05,75.2,< 0.003,< 0.002,< 0.008,0.385,1.6,0.015,22.9,0.168,8.6,< 0.1,23.3,3.5,0.325,< 0.002,0.041
S98_04070,RIP2231,18/04/1998,89.518,24.133,1995,STW,38,Rajshahi,Pabna,Santhia,Nagdemra,Nagdemra,5767277621,1.3,0.03,< 0.1,0.027,40.7,< 0.003,< 0.002,< 0.008,0.172,1.5,0.005,20.9,2.35,42.4,0.2,26.8,21.2,0.286,0.003,0.011
S98_04168,RIP3107,2/5/1998,91.109,23.435,1997,STW,30,Chittagong,Comilla,Comilla Sadar,Kalirbazar,Halirbazar,2196787383,1.3,0.02,< 0.1,0.006,10.4,< 0.003,< 0.002,< 0.008,0.459,1.6,0.006,5.58,1.04,15.9,0.2,32.9,3.2,0.0842,< 0.002,0.022
S98_04323,RIP3281,11/5/1998,90.696,22.661,1997,DTW,315,Barisal,Bhola,Daulatkhan,Medua,Medua,1092957677,1.3,0.16,0.3,0.054,15.1,< 0.003,< 0.002,< 0.008,0.202,5.3,0.011,9.09,0.036,194,0.1,16.9,2.4,0.155,< 0.002,0.014
S98_04373,RIP3339,21/05/1998,91.952,22.002,1994,STW,59,Chittagong,Chittagong,Banshkhali,Jaldi,Uttar jaldi,2150837994,1.3,0.04,< 0.1,0.025,9.7,< 0.003,< 0.002,< 0.008,7.8,1.7,0.011,4.83,0.49,15.2,< 0.1,35,2.5,0.0949,< 0.002,0.015
S98_04410,RIP3381,21/05/1998,91.924,22.233,1997,DTW,244,Chittagong,Chittagong,Anowara,Paraikora,Bhingrol,2150485121,1.3,0.02,< 0.1,0.063,11.1,< 0.003,< 0.002,< 0.008,2,5.2,0.011,7.59,0.172,39,0.4,31.3,< 0.2,0.139,< 0.002,0.038
S99_04003,RIP4003,10/5/1999,90.6821,24.3283,1985,PW,114.3,Dhaka,Kishoreganj,Pakundia,Pakundia,Upazilla HQ,3487976820,1.3,0.05,< 0.1,0.026,34.8,< 0.003,< 0.002,< 0.008,0.043,1.6,< 0.004,9.58,0.08,13.6,0.1,27.3,2,0.215,0.004,0.049
S99_04069,RIP4069,18/05/1999,90.3504,24.9547,1997,TARA,47.2,Dhaka,Mymensingh,Phulpur,Phulpur,Godaria,3618158433,1.3,0.04,< 0.1,0.019,16.4,< 0.003,< 0.002,< 0.008,0.145,2,< 0.004,3.86,0.188,62.3,0.3,20.9,< 0.2,0.105,< 0.002,0.063
S99_04150,RIP4150,28/05/1999,90.1737,24.1184,1992,HTW,25.9,Dhaka,Tangail,Mirzapur,Ajgana,Chiteshwari,3936607293,1.3,0.07,< 0.1,0.051,23.9,< 0.003,< 0.002,< 0.008,0.18,1,0.004,8.03,0.843,17.9,< 0.1,32.8,3.4,0.147,0.005,0.06
S99_04153,RIP4153,28/05/1999,90.1202,24.069,1997,TARA,54.9,Dhaka,Tangail,Mirzapur,Bahuria,Bahuria,3936623105,1.3,0.09,< 0.1,0.037,48.2,< 0.003,< 0.002,< 0.008,0.055,1.2,0.019,14.8,0.215,21.7,0.2,26.3,1.3,0.269,< 0.002,0.063
S99_05026,RIP5026,14/05/1999,91.2099,25.1018,1993,HTW,106.7,Sylhet,Sunamganj,Tahirpur,Balijuri,Balijuri,6909210064,1.3,0.03,< 0.1,0.071,43.2,< 0.003,< 0.002,< 0.008,0.251,0.9,< 0.004,18.5,0.453,59.5,0.1,16.7,< 0.2,0.249,0.004,0.017
S99_05189,RIP5189,8/6/1999,89.4999,24.2541,1992,TARA,23,Rajshahi,Sirajganj,Ullahpara,Mohanpur,Dakshin Mohanpur,5889443295,1.3,< 0.01,< 0.1,0.063,26.3,< 0.003,< 0.002,< 0.008,11.8,3.3,< 0.004,10.7,1.11,17.4,0.9,26.1,0.7,0.11,< 0.002,0.017
S99_06118,RIP6118,27/05/1999,89.9353,24.2403,1999,HTW,35.7,Dhaka,Tangail,Tangail Sadar,Karatia,Jalfai,3939559542,1.3,0.02,0.1,0.144,34.5,< 0.003,< 0.002,< 0.008,18.6,3.4,< 0.004,9.99,2.15,11.8,0.9,23.4,6.4,0.121,< 0.002,0.037
S99_06124,RIP6124,27/05/1999,89.8688,24.248,1999,HTW,23.2,Dhaka,Tangail,Tangail Sadar,Danya,Bara Binyafair,3939517104,1.3,0.05,< 0.1,0.089,55.1,< 0.003,< 0.002,< 0.008,1.17,4.1,0.005,25.4,0.403,18.7,< 0.1,17.2,6.4,0.177,< 0.002,0.093
S99_06220,RIP6220,14/06/1999,89.2962,24.948,1997,TARA,25.3,Rajshahi,Bogra,Bogra Sadar,Namuja,Namuja,5102060699,1.3,0.01,< 0.1,0.055,39.5,< 0.003,< 0.002,< 0.008,0.244,2,0.014,15.1,0.338,26,< 0.1,34.6,8.1,0.147,< 0.002,0.03
S99_06274,RIP6274,22/06/1999,89.1872,25.98,1993,HTW,18,Rajshahi,Lalmonirhat,Kaliganj (L),Bhotemari,Srutidhar,5523917856,1.3,< 0.01,< 0.1,0.052,19.5,< 0.003,< 0.002,< 0.008,13.3,16.7,< 0.004,7.11,0.396,16.6,0.8,17.2,8.5,0.0456,< 0.002,0.024
S99_07106,RIP7106,27/05/1999,89.774,25.0732,1996,HTW,12.2,Dhaka,Jamalpur,Islampur,Islampur,Bhengura,3392955097,1.3,0.01,< 0.1,0.079,49.6,< 0.003,< 0.002,0.017,3.3,3,0.005,26.6,0.968,25.9,0.1,20.7,19.1,0.187,0.003,0.038
S99_07142,RIP7142,1/6/1999,90.6665,23.8757,1985,HTW,38.7,Dhaka,Narsingdi,Narsingdi Sadar,Meherpara,Paulanpur,3686065823,1.3,0.01,< 0.1,0.031,31,< 0.003,< 0.002,0.013,0.053,1.1,< 0.004,12.3,0.122,28.8,0.1,31.4,0.4,0.181,0.005,0.024
S99_07146,RIP7146,2/6/1999,90.8415,24.0658,1997,TARA,45.4,Dhaka,Narsingdi,Belabo,Amlaba,Amlaba,3680711047,1.3,< 0.01,< 0.1,0.057,11.2,< 0.003,0.015,< 0.008,0.151,2.3,< 0.004,2.74,0.009,12.5,0.1,32.1,0.4,0.126,0.002,0.016
S99_07199,RIP7199,9/6/1999,89.7813,24.6882,1992,HTW,14,Rajshahi,Sirajganj,Kazipur,Chargrish,Raghunathpur,5885008852,1.3,0.1,< 0.1,0.132,138,< 0.003,< 0.002,< 0.008,0.041,6.5,< 0.004,32.3,2.46,7.7,< 0.1,15.1,17.9,0.425,< 0.002,0.014
S99_07338,RIP7338,29/06/1999,89.1275,25.2793,1994,TARA,29,Rajshahi,Dinajpur,Hakimpur,Alihat,Baona,5274713090,1.3,< 0.01,< 0.1,0.023,17,< 0.003,< 0.002,< 0.008,0.515,1.5,0.005,6.18,0.227,18.4,< 0.1,30.6,0.6,0.097,< 0.002,0.017
S99_07346,RIP7346,30/06/1999,88.6853,25.0832,1996,TARA,34.4,Rajshahi,Naogaon,Patnitala,Ekbarpur,Madhail,5647508639,1.3,< 0.01,< 0.1,0.041,24.8,< 0.003,< 0.002,< 0.008,0.992,1.3,< 0.004,6.16,0.156,14.3,< 0.1,29.3,0.3,0.106,< 0.002,0.02
S98_02699,RIP1622,5/5/1998,89.991,22.391,1997,STW,14,Barisal,Pirojpur,Mathbaria,Mirukhali,Bashbunia,1795869120,1.4,< 0.04,0.82,0.07,113,< 0.008,< 0.02,< 0.008,4.25,25.1,0.011,124,0.569,1490,1.4,21,753,0.745,< 0.006,0.031
S98_03039,RIP0623,11/6/1998,90.569,23.661,1996,STW,54,Dhaka,Narayanganj,Bandar,Mosapur,Nangolbond,3670679738,1.4,< 0.04,0.04,0.039,55.3,< 0.008,< 0.02,< 0.008,1.86,2.1,0.015,27.4,2.44,185,0.4,19.6,2.8,0.358,< 0.006,0.124
S98_03286,RIP1263,19/04/1998,89.253,23.686,1985,DTW,217,Khulna,Jhenaidah,Shailkupa,"Paurashova, W01",Tpc,4448001,1.4,< 0.04,0.03,0.154,111,< 0.008,< 0.02,< 0.008,0.259,3,0.009,38.3,0.319,41.1,< 0.2,21.3,< 0.2,0.507,< 0.006,< 0.008
S98_03356,RIP1358,12/4/1998,88.901,23.044,1982,STW,44,Khulna,Jessore,Sharsha,Benapole,Benapole,4419025125,1.4,< 0.04,0.07,0.364,195,< 0.008,< 0.02,< 0.008,5.13,21.7,0.004,70.4,0.663,88.9,< 0.2,12.1,94.6,0.33,< 0.006,< 0.008
S98_03624,RIP1666,3/5/1998,90.066,22.142,1992,DTW,304,Barisal,Barguna,Barguna Sadar,Dhalua,Dalbhanga,1042847319,1.4,< 0.04,0.75,0.013,4.51,< 0.008,< 0.02,< 0.008,0.133,3.3,0.004,3.75,0.008,282,2,9.58,0.9,0.0546,< 0.006,< 0.008
S98_04315,RIP3272,10/5/1998,90.835,22.457,1993,DTW,315,Barisal,Bhola,Tazumuddin,Sonapur,Chapri,1099176184,1.4,0.17,0.1,0.13,48.9,< 0.003,< 0.002,< 0.008,0.825,8.1,0.009,35.8,0.105,111,0.2,21,1.8,0.445,< 0.002,0.027
S99_04101,RIP4101,22/05/1999,90.2713,24.6373,1998,TARA,46,Dhaka,Mymensingh,Fulbaria,Fulbaria,Fulbaria,3612047822,1.4,0.07,< 0.1,0.076,35.7,< 0.003,< 0.002,< 0.008,0.224,1.2,< 0.004,13.9,0.276,32.1,< 0.1,29,0.6,0.192,< 0.002,0.111
S99_05144,RIP5144,1/6/1999,90.8631,24.0259,1984,HTW,22.3,Dhaka,Narsingdi,Raipur (N),UttarBakharnagar,Uttar Bakharnagar,3686494979,1.4,0.08,< 0.1,0.118,55.6,< 0.003,< 0.002,< 0.008,0.047,4.3,0.009,31,1.64,57,< 0.1,15.5,28.9,0.185,< 0.002,0.036
S99_05242,RIP5242,17/06/1999,89.1882,25.796,1978,HTW,27.1,Rajshahi,Rangpur,Rangpur Sadar,Uttam,Uttam,5854994988,1.4,0.02,< 0.1,0.055,31.6,< 0.003,< 0.002,< 0.008,0.138,20.3,< 0.004,11,0.33,53.3,0.1,16.4,27.8,0.115,< 0.002,0.035
S99_05335,RIP5335,30/06/1999,88.8852,24.8987,1992,TARA,34.4,Rajshahi,Naogaon,Naogaon Sadar,Barshail,Barshail,5646021139,1.4,< 0.01,< 0.1,0.043,69.3,< 0.003,< 0.002,< 0.008,0.131,2,0.014,22.8,1.42,40.3,0.2,29.7,24.6,0.303,< 0.002,0.021
S99_06183,RIP6183,9/6/1999,89.0418,24.8217,1984,DTW,0,Rajshahi,Bogra,Adamdighi,Adamdighi,Adamdighi,5100613008,1.4,0.14,< 0.1,0.053,93.1,< 0.003,< 0.002,< 0.008,0.298,2.1,0.012,14.9,0.352,30.1,0.1,28.2,4.6,0.225,< 0.002,0.195
S99_06186,RIP6186,9/6/1999,89.0749,24.8312,1992,TARA,25.3,Rajshahi,Bogra,Adamdighi,Nasratpur,Murail,5100667692,1.4,0.02,< 0.1,0.058,60.1,< 0.003,< 0.002,< 0.008,0.577,2.5,0.01,15.5,0.41,23.6,0.1,26.8,3.8,0.184,< 0.002,0.222
S99_06200,RIP6200,11/6/1999,89.2582,24.9739,1998,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Buriganj,Panchadah,5109423795,1.4,0.02,< 0.1,0.036,26.7,< 0.003,< 0.002,< 0.008,0.291,1.4,< 0.004,8.79,0.195,21.4,< 0.1,28.9,1,0.0974,< 0.002,0.014
S99_06236,RIP6236,16/06/1999,89.641,26.036,1994,HTW,24.4,Rajshahi,Kurigram,Nageshwari,Ramkhana,Dakshin Ramkhana,5496188302,1.4,< 0.01,< 0.1,0.068,22.7,< 0.003,< 0.002,< 0.008,5.06,2.9,< 0.004,11.5,0.815,7.5,0.3,15.7,4.8,0.0357,< 0.002,0.013
S99_06327,RIP6327,30/06/1999,88.3841,26.5673,1997,HTW,19.8,Rajshahi,Panchagarh,Tetulia,Tirnaihat,Tirnai,5779094964,1.4,< 0.01,< 0.1,0.008,9.2,< 0.003,< 0.002,< 0.008,3.12,2,< 0.004,2.94,0.255,8.7,0.2,27.9,0.7,0.0404,< 0.002,0.01
S99_06352,RIP6352,4/7/1999,88.3351,26.0151,1993,HTW,21.9,Rajshahi,Thakurgaon,Thakurgaon Sadar,Raipur,Padampur,5949473789,1.4,0.02,< 0.1,0.016,8.9,< 0.003,< 0.002,< 0.008,6.46,5.1,< 0.004,3.31,0.146,11.3,0.6,21.1,0.7,0.0375,< 0.002,0.01
S99_07276,RIP7276,19/06/1999,89.2203,25.4744,1996,TARA,29.9,Rajshahi,Rangpur,Pirganj (R),Kumedpur,Palashbari,5857644760,1.4,0.02,< 0.1,0.013,9.3,< 0.003,< 0.002,< 0.008,1.28,1.7,0.004,4.27,0.308,14.4,< 0.1,32.7,1.3,0.053,< 0.002,0.017
S98_02685,RIP1203,5/4/1998,89.5,23.113,1994,STW,53,Khulna,Narail,Narail Sadar,Kalora,Kclora,4657647544,1.5,< 0.04,0.06,0.083,97.6,< 0.008,< 0.02,< 0.008,0.029,1.1,0.01,37.9,1.45,97.2,< 0.2,16.5,4.5,0.39,0.008,0.012
S98_02688,RIP1328,27/04/1998,90.506,22.893,1996,DTW,30,Barisal,Barisal,Hizla,Barajalia,Khunna,1063613,1.5,< 0.04,0.5,0.021,6.74,< 0.008,< 0.02,< 0.008,0.09,2,< 0.003,3.46,0.023,248,0.6,10.6,< 0.2,0.0867,< 0.006,< 0.008
S98_02854,RIP0344,25/05/1998,91.929,24.622,1997,STW,46,Sylhet,Maulvibazar,Rajnagar,Uttarbhagh,Uttarbhag t.g.,6588084987,1.5,< 0.04,< 0.01,0.035,2.5,< 0.008,< 0.02,< 0.008,0.087,3.1,0.009,0.83,0.018,0.9,< 0.2,10.3,0.3,0.0174,< 0.006,0.024
S98_02878,RIP0372,25/05/1998,92.208,24.739,1986,STW,42,Sylhet,Maulvibazar,Barlekha,Daskin Shahabajp,Gulsar,6581479405,1.5,< 0.04,< 0.01,0.18,9.75,< 0.008,< 0.02,< 0.008,14.8,1.8,0.004,3.95,0.544,10.6,0.4,24.9,< 0.2,0.128,< 0.006,0.012
S98_02928,RIP0430,28/05/1998,92.151,25.065,1994,STW,44,Sylhet,Sylhet,Jaintiapur,Charikhata,Ramprasad paschi,6915300831,1.5,< 0.04,< 0.01,0.097,3.57,< 0.008,< 0.02,< 0.008,7.91,8,< 0.003,7.06,0.09,4.6,0.6,7.8,0.3,0.0419,< 0.006,0.028
S98_03674,RIP1724,10/5/1998,90.203,23.153,1997,DTW,269,Dhaka,Madaripur,Madaripur Sadar,Paurashava W01,Tharmuguria,3545457956,1.5,0.02,0.5,0.083,32.1,< 0.003,< 0.002,< 0.008,0.218,3.7,0.022,13.2,0.02,222,0.1,21.7,0.8,0.226,< 0.002,0.01
S98_03702,RIP1755,11/5/1998,90.127,23.084,1996,DTW,266,Dhaka,Madaripur,Kalkini,Nabagram,Dakshin Shagirka,3544075399,1.5,0.04,0.4,0.178,58.9,< 0.003,< 0.002,< 0.008,0.904,5.5,0.023,25.6,0.054,256,0.2,21.3,< 0.2,0.379,< 0.002,0.012
S98_04318,RIP3276,11/5/1998,90.686,22.555,1997,DTW,287,Barisal,Bhola,Daulatkhan,Dakshin Joynagar,Dakshin Joynagar,1092985486,1.5,0.12,0.1,0.103,41.6,< 0.003,< 0.002,< 0.008,0.531,5.9,0.007,27.2,0.107,98.9,0.3,21.9,1,0.396,< 0.002,0.018
S99_04033,RIP4033,13/05/1999,90.7075,24.4439,1997,TARA,72.8,Dhaka,Kishoreganj,Hossainpur,Pumdi,"Mimkhali Bazar, Ranagaon",3482754882,1.5,0.04,< 0.1,0.061,25.5,< 0.003,< 0.002,< 0.008,0.037,1.4,0.006,11.9,0.04,28.3,0.1,27.8,0.2,0.144,< 0.002,0.021
S99_04059,RIP4059,16/05/1999,90.8378,24.531,1984,TARA,71.6,Dhaka,Kishoreganj,Tarail,Taljanga,Araiura,3489281026,1.5,0.03,< 0.1,0.015,55,< 0.003,< 0.002,< 0.008,0.075,1.8,< 0.004,20.9,0.161,21,0.2,24.4,< 0.2,0.244,0.005,0.016
S99_04307,RIP4307,27/06/1999,88.9177,25.77,1996,HTW,28.3,Rajshahi,Nilphamari,Saidpur,Bangalipura,Lakshmanpur Charakpara,5738513758,1.5,< 0.01,< 0.1,0.03,28.1,< 0.003,< 0.002,< 0.008,0.744,1.8,0.005,10.5,0.41,13.4,0.1,26,2.8,0.141,< 0.002,0.019
S99_04330,RIP4330,29/06/1999,88.6078,26.3578,1988,HTW,39.6,Rajshahi,Panchagarh,Panchagarh Sadar,Hafizabad,Haghai,5777335619,1.5,< 0.01,< 0.1,0.007,8.9,< 0.003,< 0.002,< 0.008,0.606,2.8,< 0.004,2.96,0.107,6.6,< 0.1,19.1,0.7,0.0308,< 0.002,0.015
S99_05308,RIP5308,26/06/1999,88.8125,25.7654,1994,TARA,33.5,Rajshahi,Dinajpur,Chirirbandar,Fatejangpur,Bara Hashinpur,5273047082,1.5,< 0.01,< 0.1,0.022,13.8,< 0.003,< 0.002,< 0.008,0.604,1.2,< 0.004,4.45,0.133,17.5,0.1,32,1.3,0.0788,< 0.002,0.015
S99_05348,RIP5348,1/7/1999,88.9697,24.9944,1996,TARA,34.1,Rajshahi,Naogaon,Badalgachhi,Mithapur,Hakimpur,5640684373,1.5,< 0.01,< 0.1,0.028,15.3,< 0.003,< 0.002,< 0.008,6.77,1.7,0.008,6.46,0.529,16.2,0.2,31,1,0.0856,< 0.002,0.023
S99_06290,RIP6290,24/06/1999,88.8067,25.9797,1999,HTW,12.2,Rajshahi,Nilphamari,Nilphamari Sadar,Palashbari,Khalinapacha,5736469517,1.5,0.02,< 0.1,0.017,17.6,< 0.003,< 0.002,< 0.008,4.03,5.2,< 0.004,4.26,0.372,6.4,0.3,15.2,0.6,0.0649,< 0.002,0.013
S99_07215,RIP7215,12/6/1999,89.5525,25.3063,1987,HTW,18,Rajshahi,Gaibandha,Gaibandha Sadar,Boali,Thansinpur,5322421958,1.5,0.05,< 0.1,0.055,39.5,< 0.003,< 0.002,< 0.008,0.963,5.6,0.005,15.9,0.906,14.2,< 0.1,23.4,16.3,0.162,< 0.002,0.053
S99_07320,RIP7320,26/06/1999,88.9183,25.6689,1989,HTW,23.8,Rajshahi,Dinajpur,Parbatipur,Rampur,Rampur,5277786853,1.5,< 0.01,< 0.1,0.068,30.2,< 0.003,< 0.002,< 0.008,3.21,1.5,< 0.004,9.09,0.584,26.6,0.1,33.2,1.9,0.216,< 0.002,0.02
S98_02867,RIP0359,27/05/1998,92.12,24.797,1997,STW,54,Sylhet,Sylhet,Beanibazar,Tilpara,Dasura,6911794260,1.6,< 0.04,< 0.01,0.035,6.41,< 0.008,< 0.02,< 0.008,9.12,1.5,0.005,3.32,0.419,24.5,0.9,29.2,0.3,0.0545,< 0.006,0.009
S98_02956,RIP0463,1/6/1998,91.3,24.306,1992,STW,72,Sylhet,Habiganj,Lakhai,Bulla,Paschim bulla,6366827156,1.6,< 0.04,0.01,0.061,22.2,< 0.008,< 0.02,< 0.008,4.32,1.4,< 0.003,7.86,0.514,21.4,0.6,30.5,< 0.2,0.138,< 0.006,< 0.008
S98_03440,RIP1452,16/04/1998,88.905,23.794,1997,STW,45,Khulna,Chuadanga,Alamdanga,Hardi,Hardi,4180747447,1.6,< 0.04,0.02,0.058,109,< 0.008,< 0.02,< 0.008,0.056,1.4,< 0.003,29.4,2.74,18.5,< 0.2,19.8,17,0.388,< 0.006,0.014
S98_03499,RIP1517,28/04/1998,90.246,22.496,1983,DTW,351,Barisal,Barisal,Bakerganj,Niamati,Paschim mahespur,1060781751,1.6,< 0.04,0.57,0.017,4.84,< 0.008,< 0.02,< 0.008,0.066,2.4,< 0.003,2.9,0.02,216,0.6,10.4,0.6,0.064,< 0.006,< 0.008
S98_03558,RIP1588,29/04/1998,90.342,22.966,1994,DTW,282,Barisal,Barisal,Muladi,Nazirpur,Hosnabad,1066971437,1.6,< 0.04,0.39,0.033,10.7,< 0.008,< 0.02,< 0.008,0.17,2.5,0.009,4.6,0.019,276,0.5,14.2,< 0.2,0.0861,< 0.006,< 0.008
